학원교습소명,학원명,개설일자,등록일자,등록상태명,정원합계,일시수용능력인원합계,분야명,교습계열명,교습과정명,도로명우편번호,도로명주소,도로명상세주소,구,lat,lon
학원,잇올스파르타정자독학재수학원,20171123,20171123,개원,141,87,입시.검정 및 보습,보통교과,보습,13558,경기도 성남시 분당구 느티로 16,/ 1001호 (정자동/ 젤존타워1),분당구,37.368163665,127.106311359
학원,잉글리쉬무무판교보습학원,20100625,20100625,개원,50,65,입시.검정 및 보습,보통교과,보습,13492,경기도 성남시 분당구 판교로 372,/ 5층 503호 (삼평동/ 스타식스코아1),분당구,37.403709282,127.115672976
학원,잉글리쉬북레러어학원,20090408,20090408,개원,50,92,국제화,외국어,실용외국어(유아/초·중·고),463872,경기도 성남시 분당구 정자일로 121,(정자동/분당 더？？스타파크) E동 09호,분당구,37.361322979,127.104866991
교습소,잉글리쉬스튜디오영어교습소,20190916,20190916,개원,14,7,입시.검정 및 보습,보통교과,보습,13508,경기도 성남시 분당구 야탑로231번길 45,/ 상가동 102호 (야탑동/ 목련마을미원빌라),분당구,37.408170634,127.148594031
학원,잉글리쉬트리어학원,20030327,20030327,개원,30,108,국제화,외국어,실용외국어(유아/초·중·고),13625,경기도 성남시 분당구 미금로 39,/ 404호 (구미동/ 로얄프라자),분당구,37.336866807,127.116021231
학원,잉글리쉬트리학원,20221227,20221227,개원,50,59,입시.검정 및 보습,보통교과,보습,13625,경기도 성남시 분당구 미금로 39,/ 403호 (구미동/ 로얄프라자),분당구,37.336866807,127.116021231
학원,잉글리쉬프렌즈어학원,20000902,20000902,개원,45,120,국제화,외국어,실용외국어(유아/초·중·고),463840,경기도 성남시 분당구 판교로 433,(야탑동/삼성코아) 401호,분당구,37.405745537,127.121972459
학원,잉글리쉬피너클보습학원,20050112,20050112,개원,24,60,입시.검정 및 보습,보통교과,보습,463852,경기도 성남시 분당구 내정로166번길 7-3,(수내동/서기빌딩) 303호,분당구,37.373360464,127.120032495
학원,자기주도수학영어영재교육센터학원,20111101,20111101,개원,45,93,입시.검정 및 보습,보통교과,보습,463806,경기도 성남시 분당구 판교로 442,/ 302호 (이매동/ 우일프라자빌딩),분당구,37.405149833,127.122883926
학원,자라다남아미술학원,20180618,20180618,개원,9,30,예능(대),예능(중),미술,13555,경기도 성남시 분당구 정자일로 240,/ 201호 (정자동/ 월드프라자),분당구,37.371556860,127.106287652
학원,자우비분당학원,20060728,20060728,개원,150,88,입시.검정 및 보습,보통교과,보습,13555,경기도 성남시 분당구 성남대로 389,/ 907호 (정자동/ 폴라리스빌딩2),분당구,37.370846923,127.107483499
학원,작심분당구미독서실,20171214,20171214,개원,120,61,독서실,독서실,독서실(유아/초·중·고),13626,경기도 성남시 분당구 미금로 44,/ 5층 일부 (구미동),분당구,37.337285370,127.116540252
교습소,작품세계미술교습소,20080519,20080519,개원,12,9,예능(대),예능(중),미술,463840,경기도 성남시 분당구 판교로 437,(야탑동/숭문상가) 2층 302호,분당구,37.405726296,127.122433975
교습소,장도예탑영어교습소,20170710,20170710,개원,24,2,입시.검정 및 보습,보통교과,보습,13519,경기도 성남시 분당구 판교로 519,/ 203호 (야탑동/ 탑마을),분당구,37.406570464,127.130598138
교습소,장은정바이올린교습소,20180307,20180307,개원,1,8,예능(대),예능(중),음악,13479,경기도 성남시 분당구 서판교로58번길 10,/ 1층 일부 (판교동),분당구,37.391793920,127.099136339
교습소,장주미플루트교습소,20100108,20100108,개원,12,4,입시.검정 및 보습,보통교과,보습,463825,경기도 성남시 분당구 황새울로258번길 43,(수내동/현대수내프라자) 417/418호,분당구,37.378314978,127.115496261
학원,재성원격학원,20220603,20220603,개원,2,1,종합(대),,,13504,경기도 성남시 분당구 매화로 54,/ 205호 에이173 (야탑동/ 복정빌딩),분당구,37.412268293,127.134200280
학원,재인미술학원,20200803,20200803,개원,12,49,예능(대),예능(중),미술,13479,경기도 성남시 분당구 서판교로44번길 3-12,/ 1층 (판교동),분당구,37.390995622,127.098918928
학원,잼스학원,20120508,20120508,개원,60,93,입시.검정 및 보습,보통교과,보습,13489,경기도 성남시 분당구 판교로 375,/ 702호 (삼평동/ 메가스페이스1),분당구,37.404241633,127.115303839
학원,잼코딩분당서현학원,20151123,20151123,개원,64,71,기타(대),기타(중),컴퓨터(소),13587,경기도 성남시 분당구 불정로376번길 37,/ 4층 406호 (서현동/범한프라자),분당구,37.371635719,127.139443293
교습소,전공피아노음악교습소,20050330,20050330,개원,16,4,예능(대),예능(중),음악,463738,경기도 성남시 분당구 미금일로 58,(구미동/까치마을) 상가 201호,분당구,37.347516971,127.113256295
교습소,전설의기타교습소,20181204,20181204,개원,12,9,예능(대),예능(중),음악,13599,경기도 성남시 분당구 돌마로 361,/ 5층8호 일부 (수내동/ 동신코아빌딩),분당구,37.370585061,127.123030356
학원,전설의기타학원,20220907,20220907,개원,11,48,예능(대),예능(중),음악,13633,경기도 성남시 분당구 미금일로 65,/ 304호 (구미동),분당구,37.345638403,127.112680436
학원,전숙연실용음악학원,20110113,20110113,개원,21,34,예능(대),예능(중),음악,13466,경기도 성남시 분당구 운중로 122,/ 803호 (운중동/ 골드클래스),분당구,37.391361940,127.076635400
학원,절대언어국어보습학원,20080422,20080422,개원,12,80,입시.검정 및 보습,보통교과,보습,13612,경기도 성남시 분당구 정자로 78,/ 305호 (정자동),분당구,37.363179085,127.113529674
학원,정도영어학원,20201228,20201228,개원,140,60,입시.검정 및 보습,보통교과,보습,13587,경기도 성남시 분당구 불정로376번길 7,/ 2층 일부 (서현동/ 건일빌딩),분당구,37.373716926,127.137040777
교습소,정든미술교습소,20140321,20140321,개원,24,24,예능(대),예능(중),미술,463752,경기도 성남시 분당구 정자로 144,/ 211호/212호 (정자동/정든마을),분당구,37.362727987,127.119964257
학원,정든한진점해법수학학원,20161201,20161201,개원,50,60,입시.검정 및 보습,보통교과,보습,13602,경기도 성남시 분당구 내정로 10,/ 201호 (정자동/정든마을한진7단지 상가),분당구,37.360576109,127.115879398
학원,정명학원1관학원,20170831,20170831,개원,60,69,입시.검정 및 보습,보통교과,보습,13555,경기도 성남시 분당구 정자일로 234,/ 508호 (정자동),분당구,37.371212190,127.106281974
학원,정명학원2관학원,20060830,20060830,개원,42,135,입시.검정 및 보습,보통교과,보습,13555,경기도 성남시 분당구 정자일로 234,/ 507호 (정자동),분당구,37.371212190,127.106281974
학원,정법수학학원,19960409,19960409,개원,48,131,입시.검정 및 보습,보통교과,보습,463706,경기도 성남시 분당구 구미로 100,/ 무지개마을상가동 203호/206호/207호 (구미동),분당구,37.338585693,127.120492949
학원,정상간호학원,20150422,20150422,개원,100,90,직업기술,간호보조기술,간호조무사,463827,경기도 성남시 분당구 성남대로916번길 11,/ 703호 일부 (야탑동/ 글라스타워),분당구,37.410807003,127.129858850
학원,정샘하이스터디보습학원,20090413,20090413,개원,25,96,입시.검정 및 보습,보통교과,보습,13566,경기도 성남시 분당구 판교로 478,/ 403호/ 404호 (이매동/ 금강프라자),분당구,37.405139153,127.126928342
학원,정쌤관리형독서실,20200408,20200408,개원,130,102,독서실,독서실,독서실(유아/초·중·고),13567,경기도 성남시 분당구 양현로 126,/ 201호 (이매동/ 미림프라자),분당구,37.394984879,127.125630025
학원,정연수학학원,20150317,20150317,개원,46,59,입시.검정 및 보습,보통교과,보습,463864,경기도 성남시 분당구 수내로192번길 25,/ 푸른마을상가 4-4동 206호 (수내동/ 푸른마을상가),분당구,37.369186101,127.124299230
학원,정예포럼학원,20210514,20210514,개원,52,62,입시.검정 및 보습,보통교과,보습,13466,경기도 성남시 분당구 운중로 128,/ 505호 (운중동/ 마크시티그린),분당구,37.391312688,127.077357796
학원,정은주뷰티아카데미학원,20220628,20220628,개원,1,40,직업기술,산업응용기술,이·미용,13555,경기도 성남시 분당구 정자일로 234,/ 503호 (정자동/ 태남프라자),분당구,37.371212190,127.106281974
학원,정인스카이학원,20150320,20150320,개원,412,110,입시.검정 및 보습,보통교과,보습,13597,경기도 성남시 분당구 내정로165번길 50,/ 5층 504호 505호 506호 일부 (수내동/ 크리스탈빌딩),분당구,37.377133025,127.115477451
학원,정인학원,20130905,20130905,개원,348,62,입시.검정 및 보습,보통교과,보습,13597,경기도 성남시 분당구 내정로165번길 50,/ 5층 506호 일부 (수내동/ 크리스탈빌딩),분당구,37.377133025,127.115477451
학원,정자동아라국어전문학원,20161223,20161223,개원,40,99,입시.검정 및 보습,보통교과,보습,13558,경기도 성남시 분당구 느티로 16,/ 509호 (정자동/ 젤존타워1),분당구,37.368163665,127.106311359
학원,정자바우하우스미술학원,20060525,20060525,개원,16040,48,예능(대),예능(중),미술,463811,경기도 성남시 분당구 느티로 27,(정자동/하나프라자빌딩) 306호,분당구,37.368869911,127.107506696
학원,정자배지희국어학원,20210705,20210705,개원,180,193,입시.검정 및 보습,보통교과,보습,13556,경기도 성남시 분당구 정자일로 239,/ 102동 405호/406호/407호/408호 (정자동/ 아이파크분당1),분당구,37.372056448,127.105536742
학원,정자수이보습학원,19970811,19970811,개원,188,65,입시.검정 및 보습,보통교과,보습,463848,경기도 성남시 분당구 백현로 154,(정자동/신일종합상가) 201/202호,분당구,37.372662881,127.114985973
학원,정자올가국어학원,20121205,20121205,개원,490,147,입시.검정 및 보습,보통교과,보습,13555,경기도 성남시 분당구 정자일로 234,/ 708호 (정자동/ 태남프라자),분당구,37.371212190,127.106281974
학원,정자이챕터스영어학원,20140211,20140211,개원,4,67,입시.검정 및 보습,보통교과,보습,463834,경기도 성남시 분당구 정자로 88,/ 304호 (정자동/성심빌딩),분당구,37.363146343,127.114444165
교습소,정점가도수학교습소,20210430,20210430,개원,12,3,입시.검정 및 보습,보통교과,보습,13567,경기도 성남시 분당구 이매로 51,/ 204-1호 (이매동/ 한라프라자),분당구,37.395005430,127.126618789
교습소,정한균과학교습소,20200810,20200810,개원,12,3,입시.검정 및 보습,보통교과,보습,13607,경기도 성남시 분당구 내정로 52,/ 203호 (정자동/ 한솔마을 상가),분당구,37.364793554,127.115137141
교습소,제니스잉글리쉬영어교습소,20230105,20230105,개원,4,4,입시.검정 및 보습,보통교과,보습,13603,경기도 성남시 분당구 불정로 195,/ 상가동 108호 (정자동/ 정든마을우성6단지아파트),분당구,37.361831975,127.121560008
학원,제니윤바이올린학원,20170206,20170206,개원,25,40,예능(대),예능(중),음악,13535,경기도 성남시 분당구 동판교로52번길 17-9,/ 1층 (백현동),분당구,37.386519959,127.115428686
교습소,제니피아노교습소,20151006,20151006,개원,4,4,예능(대),예능(중),음악,463833,경기도 성남시 분당구 정자로 113,/ 207호 (정자동/ 한솔마을5단지주공아파트 근린상가),분당구,37.363747977,127.117466179
학원,제스트영어학원,20131230,20131230,개원,109,62,입시.검정 및 보습,보통교과,보습,463871,경기도 성남시 분당구 미금로 45,/ 진도훼미리프라자 302호일부/303호 (구미동),분당구,37.337387125,127.115823862
교습소,제이&제이영어교습소,20210713,20210713,개원,24,6,입시.검정 및 보습,보통교과,보습,13522,경기도 성남시 분당구 판교로 433,/ 302호 (야탑동/ 삼성코아),분당구,37.405745537,127.121972459
학원,제이디학원,20040625,20040625,개원,40,77,입시.검정 및 보습,보통교과,보습,13604,경기도 성남시 분당구 불곡로 4,/ 303호 (정자동/ 리더스프라자),분당구,37.359411407,127.122970456
학원,제이리어학원,20060821,20060821,개원,121,157,국제화,외국어,실용외국어(유아/초·중·고),13560,경기도 성남시 분당구 정자일로 121,/ 상가동 이-10/11/12/13호 (정자동/ 더샵스타파크),분당구,37.361322979,127.104866991
교습소,제이매쓰수학교습소,20161213,20161213,개원,56,9,입시.검정 및 보습,보통교과,보습,13600,경기도 성남시 분당구 돌마로 364,/ 2층28호일부 (수내동/현대제일상가),분당구,37.369990360,127.123626496
학원,제이샘학원,20071210,20071210,개원,40,113,입시.검정 및 보습,보통교과,보습,13618,경기도 성남시 분당구 성남대로 170,/ 501호일부/502호일부 (금곡동/한국프라자),분당구,37.351197216,127.109514528
교습소,제이스(J`s)초등전문영어교습소,20200715,20200715,개원,8,9,입시.검정 및 보습,보통교과,보습,13508,경기도 성남시 분당구 야탑로 237,/ 305호 (야탑동/ 백마빌딩),분당구,37.407586254,127.145006896
학원,제이아이에스어학원,20110114,20110114,개원,60,93,국제화,외국어,실용외국어(유아/초·중·고),463811,경기도 성남시 분당구 정자일로 234,(정자동/태남프라자)  607호,분당구,37.371212190,127.106281974
학원,제이앤와이어학원,20160511,20160511,개원,276,90,국제화,외국어,실용외국어(유아/초·중·고),13595,경기도 성남시 분당구 황새울로200번길 26,/ 4층 일부 (수내동/엔타워가든),분당구,37.376569887,127.113177138
학원,제이앤제이과학분당학원,20130508,20130508,개원,100,97,입시.검정 및 보습,보통교과,보습,463838,경기도 성남시 분당구 내정로165번길 50,/ 410호 (수내동/크리스탈빌딩),분당구,37.377133025,127.115477451
학원,제이앤제이씨어터연기학원,20150825,20150825,개원,24,44,기타(대),기타(중),기타(소),13560,경기도 성남시 분당구 정자일로 121,/ E-15호 (정자동/ 더샵스타파크),분당구,37.361322979,127.104866991
학원,제이엠와이(JMY)초중고영어학원,20200226,20200226,개원,46,60,입시.검정 및 보습,보통교과,보습,13613,경기도 성남시 분당구 정자일로 55,/ 109동 301호 (금곡동/ 분당두산위브아파트),분당구,37.354400908,127.105047105
학원,제이컨셉보습학원,20050701,20050701,개원,30,71,입시.검정 및 보습,보통교과,보습,463811,경기도 성남시 분당구 성남대로 389,(정자동/폴라리스빌딩2) 405호,분당구,37.370846923,127.107483499
학원,제이톤실용음악학원,20150519,20150519,개원,4,45,예능(대),예능(중),음악,463806,경기도 성남시 분당구 성남대로779번길 48,/ 401호 (이매동/ 골든프라자),분당구,37.399493346,127.123281876
학원,제이프라임에듀학원,20191217,20191217,개원,160,94,입시.검정 및 보습,보통교과,보습,13558,경기도 성남시 분당구 성남대로331번길 3-9,/ 608/ 609/ 610호 (정자동/ 백궁프라자3),분당구,37.364846148,127.107694690
학원,제일입시학원,20030313,20030313,개원,360,184,종합(대),,보습,13566,경기도 성남시 분당구 판교로 476,/ 4층 (이매동/ 오성빌딩),분당구,37.405143910,127.126698305
교습소,젠잉글리쉬교습소,20150216,20150216,개원,6,3,입시.검정 및 보습,보통교과,보습,463410,경기도 성남시 분당구 서판교로 147,/ 판교원마을현대힐스테이아파트 상가동 201호 (판교동),분당구,37.398770965,127.094806267
학원,젠플러스학원,20111121,20111121,개원,106,72,입시.검정 및 보습,보통교과,보습,13533,경기도 성남시 분당구 동판교로 59,/ 403호 (백현동/ 자유퍼스트프라자1),분당구,37.388339766,127.115068286
교습소,젬스영어교습소,20110422,20110422,개원,9,3,입시.검정 및 보습,보통교과,보습,463864,경기도 성남시 분당구 돌마로366번길 40,(수내동/푸른마을상가) 4-4번 지 201호,분당구,37.367474613,127.126235130
학원,조민희영어학원,20161125,20161125,개원,76,69,입시.검정 및 보습,보통교과,보습,13466,경기도 성남시 분당구 운중로 128,/ 503호 (운중동/마크시티그린),분당구,37.391312688,127.077357796
교습소,조앤영어교습소,20050303,20050303,개원,6,6,입시.검정 및 보습,보통교과,보습,463822,경기도 성남시 분당구 중앙공원로40번길 42,(서현동/우성종합상가) 49동 220호 221호,분당구,37.378320553,127.131993249
학원,조용한독서실,20151223,20151223,개원,50,50,독서실,독서실,독서실(유아/초·중·고),13595,경기도 성남시 분당구 백현로 97,/ 605호 일부 (수내동),분당구,37.376857548,127.111380252
학원,조이어학원,20160223,20160223,개원,255,105,국제화,외국어,실용외국어(유아/초·중·고),13617,경기도 성남시 분당구 미금로 232,/ 302호 일부 (금곡동),분당구,37.352757173,127.112601901
학원,조인수수학학원,20180703,20180703,개원,105,74,입시.검정 및 보습,보통교과,보습,13587,경기도 성남시 분당구 분당로263번길 39,/ 202호 (서현동/ 레이디파크빌딩),분당구,37.372021726,127.140175346
학원,조좌봉보습학원,20071127,20071127,개원,40,59,입시.검정 및 보습,보통교과,보습,463840,경기도 성남시 분당구 판교로 475,/ 204호 (야탑동/ 굿모닝프라자),분당구,37.405673773,127.126704420
학원,종로학원하늘교육정자학원,20020703,20020703,개원,400,76,입시.검정 및 보습,보통교과,보습,13555,경기도 성남시 분당구 성남대로 389,/ 610호 (정자동/ 폴라리스빌딩2),분당구,37.370846923,127.107483499
학원,좋은SEM학원,20140425,20140425,개원,120,60,입시.검정 및 보습,보통교과,보습,463840,경기도 성남시 분당구 판교로 475,/ 304호 (야탑동/ 굿모닝프라자),분당구,37.405673773,127.126704420
학원,좋은수학원,20190108,20190108,개원,23,68,입시.검정 및 보습,보통교과,보습,13597,경기도 성남시 분당구 내정로165번길 10-6,/ 2층일부 (수내동/ 수내프라자),분당구,37.374218588,127.119090401
학원,죠이뮤직학원,20150223,20150223,개원,27,61,예능(대),예능(중),음악,463400,경기도 성남시 분당구 대왕판교로606번길 41,/ 802호/803호 (삼평동/프라임스퀘어),분당구,37.396481539,127.111929989
학원,주노클럽보습학원,20050331,20050331,개원,64,79,입시.검정 및 보습,보통교과,보습,463811,경기도 성남시 분당구 정자일로 234,(정자동/태남프라자)  404호,분당구,37.371212190,127.106281974
교습소,주니어랩잉글리쉬영어교습소,20040701,20040218,개원,8,9,입시.검정 및 보습,보통교과,보습,463748,경기도 성남시 분당구 분당로 190,(분당동/샛별마을) 상가 301호,분당구,37.374109692,127.130205155
학원,주언어국어전문학원,20160906,20160906,개원,10,67,입시.검정 및 보습,보통교과,보습,13600,경기도 성남시 분당구 돌마로 364,/ 5층일부 (수내동/현대제일상가),분당구,37.369990360,127.123626496
교습소,주윤신국어교습소,20090518,20090518,개원,24,8,입시.검정 및 보습,보통교과,보습,463921,경기도 성남시 분당구 내정로165번길 38,/ 601동 청구상가 174호/ 175호 (수내동/양지마을),분당구,37.376571050,127.116254274
학원,주춧돌학원,20041027,20041027,개원,60,179,입시.검정 및 보습,보통교과,보습,13558,경기도 성남시 분당구 성남대로331번길 3-9,/ 401/ 408/ 605호 (정자동/ 백궁프라자3),분당구,37.364846148,127.107694690
교습소,준피아노교습소,19950425,19950425,개원,4,9,예능(대),예능(중),음악,463807,경기도 성남시 분당구 이매로 13,(이매동/뉴-선경프라자) 403호,분당구,37.395031262,127.122192967
학원,줄리아발레아카데미무용학원,20160721,20160721,개원,195,141,예능(대),예능(중),무용,13595,경기도 성남시 분당구 백현로 97,/ 606호 (수내동/다운타운),분당구,37.376857548,127.111380252
교습소,줄리어드음악교습소,20160406,20160406,개원,20,4,예능(대),예능(중),음악,13587,경기도 성남시 분당구 불정로376번길 31,/ 211호 (서현동/ 효자촌주상복합),분당구,37.372302448,127.138669418
교습소,줄리어드피아노교습소,20080605,20080605,개원,35,2,예능(대),예능(중),음악,13586,경기도 성남시 분당구 돌마로486번길 12,/ 228동 203호 일부 (서현동/ 효자촌),분당구,37.376813217,127.134221861
학원,줄리영어학원,20120518,20120518,개원,17,60,입시.검정 및 보습,보통교과,보습,13597,경기도 성남시 분당구 내정로173번길 11,/ 204호 (수내동/ 양지마을한양아파트),분당구,37.374923464,127.118566987
학원,중등배지희국어학원,20220418,20220418,개원,60,173,입시.검정 및 보습,보통교과,보습,13595,경기도 성남시 분당구 백현로 97,/ 403호 (수내동/ 수내동 다운타운),분당구,37.376857548,127.111380252
학원,중앙LNC분당본원학원,20180118,20180118,개원,35,70,종합(대),,,13567,경기도 성남시 분당구 성남대로779번길 17,/ 3층 (이매동/포티스빌딩),분당구,37.398773744,127.126475126
학원,중앙한미캐드정보처리학원,19901101,19901101,개원,91,48,기타(대),기타(중),컴퓨터(소),463827,경기도 성남시 분당구 성남대로 912,(야탑동/분당BYC빌딩) 4층 415호,분당구,37.410963716,127.129259038
학원,쥬트분당아뜰리에미술학원,20220407,20220407,개원,10,41,예능(대),예능(중),미술,13477,경기도 성남시 분당구 판교공원로1길 34,/ 1층 (판교동),분당구,37.390475067,127.093503238
학원,즐거운아카데미학원,20010122,20010122,개원,255,213,국제화,외국어,실용외국어(유아/초·중·고),13617,경기도 성남시 분당구 미금로 232,/ 401호/402호 (금곡동),분당구,37.352757173,127.112601901
교습소,즐거운음악교습소,19990208,19990208,개원,60,5,예능(대),예능(중),음악,463840,경기도 성남시 분당구 판교로 435,(야탑동/동양프라자상가)  301호,분당구,37.405728359,127.122201785
학원,지금수학학원,20220203,20220203,개원,30,61,입시.검정 및 보습,보통교과,보습,13599,경기도 성남시 분당구 내정로 170,/ 503호 (수내동/ 동신파크빌딩),분당구,37.373482279,127.119677902
교습소,지니영어교습소,20170407,20170407,개원,18,2,국제화,외국어,실용외국어(유아/초·중·고),13523,경기도 성남시 분당구 판교로 430,/ 205호 일부 (이매동/ 건영상가),분당구,37.404766197,127.121866270
학원,지디매쓰클럽보습학원,20051117,20051117,개원,117,73,입시.검정 및 보습,보통교과,보습,463823,경기도 성남시 분당구 돌마로 481,(서현동/분당우성프라자) 311호 312호,분당구,37.377735933,127.132867402
교습소,지산수학교습소,20170510,20170504,개원,12,4,입시.검정 및 보습,보통교과,보습,13562,경기도 성남시 분당구 정자일로 80,/ 203호 (정자동/ 상록마을),분당구,37.358202496,127.107137914
학원,지성과진솔아이에스영어학원,20131121,20131121,개원,80,64,입시.검정 및 보습,보통교과,보습,463865,경기도 성남시 분당구 불정로 258,/ 303호 (수내동/우진프라자),분당구,37.366634886,127.127160327
교습소,지수수학교습소,20120911,20120911,개원,20,5,입시.검정 및 보습,보통교과,보습,463829,경기도 성남시 분당구 이매로 49,/ 3층 일부 (이매동/주영빌딩),분당구,37.394997461,127.126386558
학원,지엘영어도서관학원,20170530,20170530,개원,329,87,입시.검정 및 보습,보통교과,보습,13555,경기도 성남시 분당구 정자일로 234,/ 304호 (정자동),분당구,37.371212190,127.106281974
학원,지오수학학원,20210723,20210723,개원,98,61,입시.검정 및 보습,보통교과,보습,13523,경기도 성남시 분당구 판교로 436,/ 402호 일부 (이매동/ 홍우프라자),분당구,37.405181906,127.122197806
학원,지와이아트미술학원,20221214,20221214,개원,30,82,예능(대),예능(중),미술,13612,경기도 성남시 분당구 정자로 80,/ 501호 일부 (정자동/ 정자프라자),분당구,37.363183862,127.113802571
교습소,지의해국어교습소,20051214,20051214,개원,8,4,입시.검정 및 보습,보통교과,보습,463821,경기도 성남시 분당구 중앙공원로31번길 42,(서현동/서현파크플라자) 304호,분당구,37.383128014,127.125512449
교습소,지투지잉글리시영어교습소,20120605,20120605,개원,30,6,입시.검정 및 보습,보통교과,보습,463876,경기도 성남시 분당구 분당로327번길 9,/ 1층 일부 (분당동),분당구,37.367171970,127.142868601
학원,지티삼학원,20141223,20141222,개원,24,59,입시.검정 및 보습,보통교과,보습,463716,경기도 성남시 분당구 정자일로 240,/ 702호 (정자동/ 월드프라자),분당구,37.371556860,127.106287652
교습소,지티지사고력수내수학교습소,20191106,20191106,개원,10,5,입시.검정 및 보습,보통교과,보습,13597,경기도 성남시 분당구 내정로173번길 49,/ 213호 (수내동/ 궁전프라자-3),분당구,37.377383949,127.115839932
학원,지평학원,20160615,20160615,개원,83,75,입시.검정 및 보습,보통교과,보습,13612,경기도 성남시 분당구 정자로76번길 5,/ 303호 (정자동/성남프라자),분당구,37.362798468,127.113522595
교습소,지혜의숲굿퀘스천랩(Good Question Lab)독서논술교습소,20221019,20221019,개원,27,9,입시.검정 및 보습,보통교과,보습·논술,13560,경기도 성남시 분당구 정자일로 121,/ 상가동 2층 G-16호 (정자동/ 더샵스타파크),분당구,37.361322979,127.104866991
학원,지혜의숲보습학원,20060707,20060707,개원,24,204,입시.검정 및 보습,보통교과,보습,13616,경기도 성남시 분당구 정자일로 25,/ 304호/305호/306호일부/309호 (금곡동/대덕프라자2),분당구,37.352387506,127.105672704
학원,지혜의정원통합논술학원,20170810,20170810,개원,28,67,입시.검정 및 보습,보통교과,보습·논술,13466,경기도 성남시 분당구 운중로 128,/ 301호 (운중동/마크시티그린),분당구,37.391312688,127.077357796
학원,진미술학원,19920921,19920921,개원,4,34,예능(대),예능(중),미술,463748,경기도 성남시 분당구 분당로 190,(분당동/샛별마을) 라이프아파트 상가 304호,분당구,37.374109692,127.130205155
교습소,진아트슐레미술교습소,20051207,20051207,개원,90,9,예능(대),예능(중),미술,463821,경기도 성남시 분당구 중앙공원로31번길 42,(서현동/서현파크플라자) 303호,분당구,37.383128014,127.125512449
교습소,진한수학교습소,20120608,20120608,개원,3,3,입시.검정 및 보습,보통교과,보습,13555,경기도 성남시 분당구 성남대로 393,/ A동 203호 (정자동/ 두산위브파빌리온),분당구,37.371631124,127.107168080
학원,집중공간독서실,20010327,20010327,개원,263,110,독서실,독서실,독서실(유아/초·중·고),13523,경기도 성남시 분당구 판교로 444,/ 3층 1~5호 (이매동/ 아름빌딩),분당구,37.405150078,127.123111818
학원,짱솔학원,20151124,20151124,개원,156,96,입시.검정 및 보습,보통교과,보습,13601,경기도 성남시 분당구 불정로 252,/ 403호 (수내동),분당구,37.366216199,127.126641894
학원,차돌영어수학학원,20040423,20040423,개원,120,72,입시.검정 및 보습,보통교과,보습,13583,경기도 성남시 분당구 장안로 31,/ 4층 일부 (분당동/ 진원빌딩),분당구,37.369830088,127.142730249
학원,차이나로중국어학원,20020723,20020723,개원,65,136,국제화,외국어,실용외국어(유아/초·중·고),463808,경기도 성남시 분당구 돌마로 68,(구미동) 분당프라자 6층 605호,분당구,37.349704294,127.109559144
학원,차이코프스키음악학원,20031107,20031107,개원,30,36,예능(대),예능(중),음악,463834,경기도 성남시 분당구 정자로 78,/ 402호 일부 (정자동/ 영동프라자),분당구,37.363179085,127.113529674
학원,차일드수이보습학원,20110318,20110318,개원,188,77,입시.검정 및 보습,보통교과,보습,463848,경기도 성남시 분당구 백현로 154,/ 501호 (정자동/신일종합상가),분당구,37.372662881,127.114985973
교습소,참국어·논술교습소,20180528,20180528,개원,8,4,입시.검정 및 보습,보통교과,보습·논술,13603,경기도 성남시 분당구 정자로 144,/ 210호 일부 (정자동/ 정든마을우성4단지아파트),분당구,37.362727987,127.119964257
교습소,참바른글씨서예교습소,20210129,20210129,개원,9,9,기타(대),기타(중),서예,13554,경기도 성남시 분당구 정자일로 248,/ 210호(정자동/파크뷰) (정자동/ 파크뷰),분당구,37.373447051,127.106707099
학원,참샘학원,20140523,20140523,개원,45,89,입시.검정 및 보습,보통교과,보습,13589,경기도 성남시 분당구 중앙공원로40번길 4,/ 205호 (서현동/ 현대카스빌딩),분당구,37.380350582,127.129417363
학원,참토론국어논술학원,20111107,20111107,개원,930,139,입시.검정 및 보습,보통교과,보습,13558,경기도 성남시 분당구 느티로 16,/ 708호/709호 (정자동/ 젤존타워1),분당구,37.368163665,127.106311359
교습소,창의력나무미술교습소,20141110,20141110,개원,63,7,예능(대),예능(중),미술,463797,경기도 성남시 분당구 양현로94번길 28,/ 동신제분산상가 203호/204호/209호/210호 (이매동/ 이매촌),분당구,37.389469635,127.127667191
교습소,창의력수학교습소,20080526,20080526,개원,4,4,입시.검정 및 보습,보통교과,보습,463834,경기도 성남시 분당구 정자로 88,(정자동/성심빌딩) 5층,분당구,37.363146343,127.114444165
학원,창조의아침미술학원,20120503,20120503,개원,405,279,예능(대),예능(중),미술,463824,경기도 성남시 분당구 서현로 192,/ 601호 일부 (서현동/ 야베스벨리),분당구,37.387782908,127.124413468
교습소,채움사고력수학교습소,20181126,20181126,개원,8,4,입시.검정 및 보습,보통교과,보습,13597,경기도 성남시 분당구 내정로173번길 5,/ 207호일부 (수내동/ 궁전쇼핑타운),분당구,37.374290248,127.119278687
교습소,채움영어교습소,20210218,20210218,개원,10,5,입시.검정 및 보습,보통교과,보습,13607,경기도 성남시 분당구 내정로 52,/ 205호 (정자동/ 한솔마을 상가),분당구,37.364793554,127.115137141
